來源	公布日期	證券代號	名稱	累計	處置條件	處置期間	處置措施
TWSE	106/06/19	9157	陽光能源-DR	21	連續五次	106/06/20～106/07/03	人工管制撮合 / 25分
TPEX	106/06/15	6111	大宇資	1	最近30個營業日內有12個營業日	106/06/16~106/06/29	第一次處置 / 5分
TPEX	106/06/14	8934	衡平	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/06/15~106/06/28	第一次處置 / 5分
TPEX	106/06/05	5455	訊利電	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/06/06~106/06/19	再次處置 / 45分
TPEX	106/06/05	5465	富驊	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/06/06~106/06/19	再次處置 / 5分
TPEX	106/06/03	6404	通訊-KY	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/06/05~106/06/16	再次處置 / 5分
TPEX	106/06/03	6560	欣普羅	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/06/05~106/06/16	再次處置 / 5分
TPEX	106/06/02	3086	華義	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/06/03~106/06/15	再次處置 / 10分
TPEX	106/06/02	30861	華義一	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/06/03~106/06/15	再次處置 / 10分
TWSE	106/05/31	2348	海悅	2	連續三次	106/06/01～106/06/13	第一次處置 / 5分
TWSE	106/05/31	3229	晟鈦	2	連續三次	106/06/01～106/06/13	第二次處置 / 20分
TPEX	106/05/31	4402	福大	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/06/01~106/06/13	再次處置 / 20分
TPEX	106/05/31	4946	辣椒	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/06/01~106/06/13	再次處置 / 5分
TWSE	106/05/26	1512	瑞利	3	連續三次	106/05/31～106/06/12	第一次處置 / 5分
TPEX	106/05/25	3580	友威科	2	連續5個營業日	106/05/26~106/06/09	再次處置 / 20分
TPEX	106/05/25	35801	友威科一	2	連續5個營業日	106/05/26~106/06/09	再次處置 / 20分
TWSE	106/05/24	3229	晟鈦	2	連續三次	106/05/25～106/06/08	第一次處置 / 5分
TPEX	106/05/24	4402	福大	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/05/25~106/06/08	第一次處置 / 5分
TPEX	106/05/23	3162	精確	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/05/24~106/06/07	再次處置 / 20分
TPEX	106/05/23	3431	長天	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/05/24~106/06/07	再次處置 / 5分
TPEX	106/05/22	4502	健信	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/05/23~106/06/06	再次處置 / 20分
TWSE	106/05/22	911622	泰聚亨-DR	16	連續五次	106/05/23～106/06/06	第二次處置 / 20分
TPEX	106/05/19	5302	太欣	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/05/22~106/06/05	第一次處置 / 5分
TPEX	106/05/17	3162	精確	2	連續5個營業日	106/05/18~106/06/02	再次處置 / 20分
TPEX	106/05/17	4502	健信	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/05/18~106/06/02	再次處置 / 5分
TWSE	106/05/16	1729	必翔	3	連續三次	106/05/17～106/06/01	第二次處置 / 20分
TWSE	106/05/15	2337	旺宏	2	最近三十個營業日已有十二次	106/05/16～106/05/31	人工管制撮合 / 25分
TWSE	106/05/15	911622	泰聚亨-DR	16	連續五次	106/05/16～106/05/31	第二次處置 / 20分
TPEX	106/05/12	727213	光燿科永豐66購01	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/05/15~106/05/26	第一次處置 / 5分
TWSE	106/05/11	1729	必翔	3	連續三次	106/05/12～106/05/25	第二次處置 / 20分
TPEX	106/05/10	3162	精確	3	因連續3個營業日達本中心作業要點第四條第一項第一款	106/05/11~106/05/24	再次處置 / 20分
TPEX	106/05/10	3362	先進光	3	最近10個營業日內有6個營業日	106/05/11~106/05/24	再次處置 / 20分
TPEX	106/05/10	3379	彬台	3	因連續3個營業日達本中心作業要點第四條第一項第一款	106/05/11~106/05/24	再次處置 / 5分
TWSE	106/05/09	6165	捷泰	5	最近十個營業日已有六次	106/05/10～106/05/23	第一次處置 / 5分
TWSE	106/05/08	1729	必翔	3	連續三次	106/05/09～106/05/22	第一次處置 / 5分
TPEX	106/05/08	3580	友威科	4	最近10個營業日內有6個營業日	106/05/09~106/05/22	再次處置 / 5分
TPEX	106/05/08	35801	友威科一	4	最近10個營業日內有6個營業日	106/05/09~106/05/22	再次處置 / 5分
TWSE	106/05/08	6283	淳安	3	連續五次	106/05/09～106/05/22	第一次處置 / 5分
TPEX	106/05/08	6419	京晨科	4	因連續3個營業日達本中心作業要點第四條第一項第一款	106/05/09~106/05/22	再次處置 / 5分
TPEX	106/05/08	8111	立碁	4	因連續3個營業日達本中心作業要點第四條第一項第一款	106/05/09~106/05/22	再次處置 / 5分
TWSE	106/05/08	9157	陽光能源-DR	21	連續五次	106/05/09～106/05/22	人工管制撮合 / 25分
TPEX	106/05/05	3162	精確	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/05/08~106/05/19	再次處置 / 5分
TWSE	106/05/05	4976	佳凌	1	連續五次	106/05/08～106/05/19	第一次處置 / 5分
TPEX	106/05/05	6426	統新	2	連續5個營業日	106/05/08~106/05/19	再次處置 / 5分
TWSE	106/05/04	911622	泰聚亨-DR	16	連續五次	106/05/05～106/05/18	第二次處置 / 20分
TWSE	106/05/02	3406	玉晶光	4	最近十個營業日已有六次	106/05/03～106/05/16	第一次處置 / 5分
TPEX	106/05/02	3441	聯一光	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/05/03~106/05/16	再次處置 / 20分
TWSE	106/04/28	9157	陽光能源-DR	21	連續五次	106/05/02～106/05/15	第二次處置 / 20分
TPEX	106/04/26	3441	聯一光	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/04/27~106/05/11	再次處置 / 5分
TPEX	106/04/26	8934	衡平	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/04/27~106/05/11	再次處置 / 20分
TWSE	106/04/26	911622	泰聚亨-DR	16	連續五次	106/04/27～106/05/11	第二次處置 / 20分
TPEX	106/04/24	5317	凱美	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/04/25~106/05/09	再次處置 / 20分
TPEX	106/04/21	5529	志嘉	3	因連續3個營業日達本中心作業要點第四條第一項第一款	106/04/24~106/05/08	再次處置 / 5分
TPEX	106/04/21	55291	志嘉一	3	因連續3個營業日達本中心作業要點第四條第一項第一款	106/04/24~106/05/08	再次處置 / 5分
TPEX	106/04/21	8934	衡平	3	因連續3個營業日達本中心作業要點第四條第一項第一款	106/04/24~106/05/08	再次處置 / 5分
TWSE	106/04/20	9157	陽光能源-DR	21	連續五次	106/04/21～106/05/05	第二次處置 / 20分
TWSE	106/04/19	2375	智寶	1	連續三次	106/04/20～106/05/04	第一次處置 / 5分
TPEX	106/04/19	3362	先進光	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/04/20~106/05/04	再次處置 / 5分
TPEX	106/04/19	5317	凱美	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/04/20~106/05/04	再次處置 / 5分
TWSE	106/04/19	911622	泰聚亨-DR	16	連續五次	106/04/20～106/05/04	第二次處置 / 20分
TWSE	106/04/18	2496	卓越	2	連續三次	106/04/19～106/05/03	第二次處置 / 20分
TPEX	106/04/18	3562	頂晶科	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/04/19~106/05/03	第一次處置 / 45分
TWSE	106/04/13	2496	卓越	2	連續三次	106/04/14～106/04/27	第一次處置 / 5分
TPEX	106/04/13	2928	紅馬-KY	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/04/14~106/04/27	再次處置 / 20分
TWSE	106/04/13	9157	陽光能源-DR	21	連續五次	106/04/14～106/04/27	第二次處置 / 20分
TPEX	106/04/12	3064	泰偉	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/04/13~106/04/26	第一次處置 / 5分
TWSE	106/04/12	3315	宣昶	1	連續三次	106/04/13～106/04/26	第一次處置 / 5分
TWSE	106/04/12	911622	泰聚亨-DR	16	連續五次	106/04/13～106/04/26	第二次處置 / 20分
TPEX	106/04/11	3086	華義	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/04/12~106/04/25	再次處置 / 45分
TPEX	106/04/11	30861	華義一	2		106/04/12~106/04/25	再次處置 / 45分
TPEX	106/04/10	2928	紅馬-KY	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/04/11~106/04/24	第一次處置 / 5分
TPEX	106/04/07	6435	大中	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/04/10~106/04/21	第一次處置 / 5分
TWSE	106/04/05	911622	泰聚亨-DR	16	連續五次	106/04/06～106/04/19	第二次處置 / 20分
TWSE	106/04/05	9157	陽光能源-DR	21	連續五次	106/04/06～106/04/19	第二次處置 / 20分
TWSE	106/03/31	2337	旺宏	2	連續五次	106/04/05～106/04/18	人工管制撮合 / 10分
TWSE	106/03/27	911622	泰聚亨-DR	16	連續五次	106/03/28～106/04/12	第二次處置 / 20分
TWSE	106/03/27	9157	陽光能源-DR	21	連續五次	106/03/28～106/04/12	第二次處置 / 20分
TWSE	106/03/24	054174	大同國泰67購01	2	連續三次	106/03/27～106/04/11	第二次處置 / 20分
TPEX	106/03/22	4303	信立	3	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/23~106/04/07	再次處置 / 5分
TPEX	106/03/22	4503	金雨	3	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/23~106/04/07	再次處置 / 5分
TPEX	106/03/22	5523	豐謙	3	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/23~106/04/07	再次處置 / 5分
TWSE	106/03/22	8201	無敵	1	連續三次	106/03/23～106/04/07	第一次處置 / 5分
TWSE	106/03/21	054174	大同國泰67購01	2	連續三次	106/03/22～106/04/06	第一次處置 / 5分
TPEX	106/03/21	4419	松懋	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/22~106/04/06	再次處置 / 60分
TWSE	106/03/20	054348	大同兆豐66購01	1	連續三次	106/03/21～106/04/05	第一次處置 / 5分
TWSE	106/03/20	056036	大同國泰67購03	1	連續三次	106/03/21～106/04/05	第一次處置 / 5分
TPEX	106/03/20	5386	青雲	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/21~106/04/05	再次處置 / 20分
TPEX	106/03/20	6236	康呈	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/21~106/04/05	再次處置 / 20分
TWSE	106/03/20	911622	泰聚亨-DR	16	連續五次	106/03/21～106/04/05	第二次處置 / 20分
TWSE	106/03/16	055852	大同兆豐67購01	1	連續三次	106/03/17～106/03/30	第一次處置 / 5分
TPEX	106/03/16	3288	點晶	4	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/17~106/03/30	再次處置 / 45分
TPEX	106/03/16	32881	點晶一	4		106/03/17~106/03/30	再次處置 / 45分
TPEX	106/03/16	4419	松懋	4	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/17~106/03/30	再次處置 / 45分
TPEX	106/03/16	5014	建錩	4	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/17~106/03/30	再次處置 / 20分
TPEX	106/03/15	6426	統新	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/16~106/03/29	再次處置 / 20分
TWSE	106/03/13	1506	正道	1	連續三次	106/03/14～106/03/27	第一次處置 / 5分
TPEX	106/03/13	15061	正道一	2		106/03/14~106/03/27	再次處置 / 5分
TPEX	106/03/13	8034	榮群	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/14~106/03/27	再次處置 / 5分
TWSE	106/03/13	911622	泰聚亨-DR	16	連續五次	106/03/14～106/03/27	第二次處置 / 20分
TPEX	106/03/10	6236	康呈	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/13~106/03/24	再次處置 / 20分
TPEX	106/03/10	6426	統新	2	連續5個營業日	106/03/13~106/03/24	再次處置 / 5分
TPEX	106/03/09	13162	上曜二	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/10~106/03/23	第一次處置 / 5分
TWSE	106/03/09	6165	捷泰	5	連續三次	106/03/10～106/03/23	第二次處置 / 20分
TWSE	106/03/09	9157	陽光能源-DR	21	最近十個營業日已有六次	106/03/10～106/03/23	第二次處置 / 20分
TPEX	106/03/07	6236	康呈	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/08~106/03/21	第一次處置 / 5分
TPEX	106/03/06	4939	亞電	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/07~106/03/20	第一次處置 / 5分
TWSE	106/03/06	911622	泰聚亨-DR	16	連續五次	106/03/07～106/03/20	第一次處置 / 5分
TPEX	106/03/03	3630	新鉅科	3	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/06~106/03/17	再次處置 / 5分
TPEX	106/03/03	4416	三圓	3	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/06~106/03/17	再次處置 / 5分
TPEX	106/03/03	44161	三圓一	3	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/06~106/03/17	再次處置 / 5分
TPEX	106/02/24	4530	宏易	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/01~106/03/14	再次處置 / 20分
TPEX	106/02/24	5386	青雲	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/03/01~106/03/14	再次處置 / 20分
TWSE	106/02/24	9157	陽光能源-DR	21	連續五次	106/03/01～106/03/14	第二次處置 / 20分
TPEX	106/02/21	4139	馬光-KY	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/02/22~106/03/09	再次處置 / 5分
TPEX	106/02/21	5386	青雲	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/02/22~106/03/09	再次處置 / 20分
TWSE	106/02/18	3532	台勝科	1	連續三次	106/02/20～106/03/07	第一次處置 / 5分
TPEX	106/02/18	5014	建錩	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/02/20~106/03/07	第一次處置 / 5分
TWSE	106/02/18	9157	陽光能源-DR	21	連續五次	106/02/20～106/03/07	第二次處置 / 20分
TPEX	106/02/17	5475	德宏	5	最近10個營業日內有6個營業日	106/02/18~106/03/06	再次處置 / 5分
TPEX	106/02/17	54755	德宏五	5		106/02/18~106/03/06	再次處置 / 5分
TPEX	106/02/17	54757	德宏七	5		106/02/18~106/03/06	再次處置 / 5分
TPEX	106/02/17	54758	德宏八	5		106/02/18~106/03/06	再次處置 / 5分
TPEX	106/02/17	54759	德宏九	5		106/02/18~106/03/06	再次處置 / 5分
TWSE	106/02/13	3673	TPK-KY	1	連續三次	106/02/14～106/02/24	第一次處置 / 5分
TWSE	106/02/13	9157	陽光能源-DR	21	連續五次	106/02/14～106/02/24	第二次處置 / 20分
TWSE	106/02/09	1475	本盟	4	連續三次	106/02/10～106/02/22	第一次處置 / 5分
TWSE	106/02/09	6145	勁永	1	連續三次	106/02/10～106/02/22	第一次處置 / 5分
TWSE	106/02/09	6165	捷泰	5	連續三次	106/02/10～106/02/22	第一次處置 / 5分
TPEX	106/02/08	4131	晶宇	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/02/09~106/02/21	再次處置 / 10分
TPEX	106/02/08	4530	宏易	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/02/09~106/02/21	再次處置 / 5分
TWSE	106/02/07	4912	聯德控股-KY	1	連續三次	106/02/08～106/02/20	第一次處置 / 5分
TPEX	106/02/06	6130	基因	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/02/07~106/02/18	第一次處置 / 5分
TWSE	106/02/06	9157	陽光能源-DR	21	連續五次	106/02/07～106/02/18	第二次處置 / 20分
TWSE	106/02/03	1449	佳和	1	連續三次	106/02/06～106/02/17	第一次處置 / 5分
TPEX	106/02/03	3465	祥業	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/02/06~106/02/17	再次處置 / 45分
TPEX	106/02/03	34652	祥業二	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/02/06~106/02/17	再次處置 / 45分
TWSE	106/01/24	2321	東訊	1	連續五次	106/02/02～106/02/15	人工管制撮合 / 9分
TWSE	106/01/24	3406	玉晶光	4	連續三次	106/02/02～106/02/15	第二次處置 / 20分
TPEX	106/01/23	4413	飛寶企業	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/01/24~106/02/14	第一次處置 / 45分
TWSE	106/01/23	6283	淳安	3	最近十個營業日已有六次	106/01/24～106/02/14	第二次處置 / 20分
TPEX	106/01/20	5201	凱衛	2	因連續3個營業日達本中心作業要點第四條第一項第一款	106/01/23~106/02/13	再次處置 / 5分
TPEX	106/01/20	5386	青雲	2	連續5個營業日	106/01/23~106/02/13	再次處置 / 5分
TWSE	106/01/20	9157	陽光能源-DR	21	最近十個營業日已有六次	106/01/23～106/02/13	第一次處置 / 5分
TWSE	106/01/19	3406	玉晶光	4	連續五次	106/01/20～106/02/10	第一次處置 / 5分
TWSE	106/01/18	1456	怡華	1	連續三次	106/01/19～106/02/09	第一次處置 / 5分
TPEX	106/01/18	8111	立碁	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/01/19~106/02/09	第一次處置 / 5分
TPEX	106/01/11	8913	全銓	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/01/12~106/02/02	第一次處置 / 5分
TWSE	106/01/09	6283	淳安	3	連續五次	106/01/10～106/01/23	第一次處置 / 5分
TPEX	106/01/05	35801	友威科一	1	因連續3個營業日達本中心作業要點第四條第一項第一款	106/01/06~106/01/19	再次處置 / 20分
TPEX	106/01/04	3580	友威科	2	連續5個營業日	106/01/05~106/01/18	再次處置 / 20分
TPEX	106/01/04	35801	友威科一	2	連續5個營業日	106/01/05~106/01/18	再次處置 / 20分
TWSE	106/01/04	911622	泰聚亨-DR	16	連續五次	106/01/05～106/01/18	第二次處置 / 20分
TPEX	105/12/29	1785	光洋科	1	監視業務督導會報	106/01/03~106/01/16	督導會報決議
TWSE	105/12/27	911622	泰聚亨-DR	51	連續五次	105/12/28～106/01/11	第二次處置 / 20分
TWSE	105/12/27	911622	泰聚亨-DR	16	連續五次	105/12/28～106/01/11	第二次處置 / 20分
TWSE	105/12/22	6702	興航	1	連續五次	105/12/23～106/01/06	人工管制撮合 / 9分
TWSE	105/12/22	6702	興航	1	連續五次	105/12/23～106/01/06	人工管制撮合 / 9分
TPEX	105/12/22	67021	興航一	1		105/12/23~106/01/06	第一次處置 / 45分
TPEX	105/12/20	8059	凱碩	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/12/21~106/01/04	第一次處置 / 5分
TWSE	105/12/20	911622	泰聚亨-DR	51	連續五次	105/12/21～106/01/04	第二次處置 / 20分
TWSE	105/12/20	911622	泰聚亨-DR	16	連續五次	105/12/21～106/01/04	第二次處置 / 20分
TWSE	105/12/13	911622	泰聚亨-DR	51	連續五次	105/12/14～105/12/27	第二次處置 / 20分
TPEX	105/12/07	4714	永捷	4	因連續3個營業日達本中心作業要點第四條第一項第一款	105/12/08~105/12/21	再次處置 / 5分
TPEX	105/12/07	47143	永捷三	4	因連續3個營業日達本中心作業要點第四條第一項第一款	105/12/08~105/12/21	再次處置 / 5分
TPEX	105/12/07	47144	永捷四	4	因連續3個營業日達本中心作業要點第四條第一項第一款	105/12/08~105/12/21	再次處置 / 5分
TPEX	105/12/07	67021	興航一	4	因連續3個營業日達本中心作業要點第四條第一項第一款	105/12/08~105/12/21	再次處置 / 60分
TPEX	105/12/06	6240	松崗	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/12/07~105/12/20	第一次處置 / 5分
TWSE	105/12/06	911622	泰聚亨-DR	51	連續五次	105/12/07～105/12/20	第二次處置 / 20分
TPEX	105/12/02	67021	興航一	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/12/05~105/12/16	第一次處置 / 45分
TPEX	105/11/30	4198	環瑞醫	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/12/01~105/12/14	再次處置 / 20分
TWSE	105/11/29	911622	泰聚亨-DR	51	連續五次	105/11/30～105/12/13	第二次處置 / 20分
TPEX	105/11/25	3580	友威科	3	最近10個營業日內有6個營業日	105/11/28~105/12/09	再次處置 / 5分
TPEX	105/11/25	35801	友威科一	3	最近10個營業日內有6個營業日	105/11/28~105/12/09	再次處置 / 5分
TPEX	105/11/25	4198	環瑞醫	3	因連續3個營業日達本中心作業要點第四條第一項第一款	105/11/28~105/12/09	再次處置 / 5分
TWSE	105/11/24	3406	玉晶光	1	連續三次	105/11/25～105/12/08	第一次處置 / 5分
TPEX	105/11/24	4530	宏易	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/11/25~105/12/08	再次處置 / 20分
TPEX	105/11/23	6220	岳豐	1	連續5個營業日	105/11/24~105/12/07	第一次處置 / 5分
TPEX	105/11/22	726687	頎邦康和65購01	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/11/23~105/12/06	第一次處置 / 5分
TWSE	105/11/22	911622	泰聚亨-DR	51	連續五次	105/11/23～105/12/06	第二次處置 / 20分
TPEX	105/11/21	4530	宏易	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/11/22~105/12/05	第一次處置 / 5分
TPEX	105/11/17	5201	凱衛	1	最近10個營業日內有6個營業日	105/11/18~105/12/01	第一次處置 / 5分
TWSE	105/11/17	910708	恒大健-DR	2	連續三次	105/11/18～105/12/01	第二次處置 / 20分
TPEX	105/11/16	3089	遠昇	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/11/17~105/11/30	第一次處置 / 45分
TWSE	105/11/15	911622	泰聚亨-DR	51	連續五次	105/11/16～105/11/29	第二次處置 / 20分
TPEX	105/11/14	725436	璟德富邦63購01	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/11/15~105/11/28	再次處置 / 20分
TWSE	105/11/14	910708	恒大健-DR	2	連續三次	105/11/15～105/11/28	第一次處置 / 5分
TPEX	105/11/11	1569	濱川	2	最近10個營業日內有6個營業日	105/11/14~105/11/25	再次處置 / 5分
TPEX	105/11/11	15695	濱川五	2	最近10個營業日內有6個營業日	105/11/14~105/11/25	再次處置 / 5分
TPEX	105/11/10	3552	同致	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/11/11~105/11/24	第一次處置 / 5分
TPEX	105/11/09	3081	聯亞	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/11/10~105/11/23	第一次處置 / 5分
TWSE	105/11/08	911622	泰聚亨-DR	51	連續五次	105/11/09～105/11/22	第二次處置 / 20分
TWSE	105/11/02	3149	正達	2	連續三次	105/11/03～105/11/16	第二次處置 / 20分
TPEX	105/11/02	31491	正達一	3		105/11/03~105/11/16	再次處置 / 20分
TPEX	105/11/02	31492	正達二	3		105/11/03~105/11/16	再次處置 / 20分
TPEX	105/11/02	725436	璟德富邦63購01	3	因連續3個營業日達本中心作業要點第四條第一項第一款	105/11/03~105/11/16	再次處置 / 5分
TWSE	105/11/01	6283	淳安	2	連續三次	105/11/02～105/11/15	第二次處置 / 20分
TPEX	105/11/01	6548	長華科	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/11/02~105/11/15	第一次處置 / 5分
TWSE	105/11/01	911622	泰聚亨-DR	51	連續五次	105/11/02～105/11/15	第二次處置 / 20分
TWSE	105/10/28	3149	正達	2	連續三次	105/10/31～105/11/11	第一次處置 / 5分
TPEX	105/10/28	31491	正達一	2		105/10/31~105/11/11	再次處置 / 5分
TPEX	105/10/28	31492	正達二	2		105/10/31~105/11/11	再次處置 / 5分
TWSE	105/10/27	6283	淳安	2	連續三次	105/10/28～105/11/10	第一次處置 / 5分
TPEX	105/10/26	3219	倚強	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/10/27~105/11/09	再次處置 / 20分
TWSE	105/10/25	911611	中泰山-DR	41	連續五次	105/10/26～105/11/08	人工管制撮合 / 25分
TWSE	105/10/25	911622	泰聚亨-DR	51	連續五次	105/10/26～105/11/08	第二次處置 / 20分
TPEX	105/10/21	3219	倚強	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/10/24~105/11/04	再次處置 / 20分
TPEX	105/10/21	35801	友威科一	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/10/24~105/11/04	再次處置 / 20分
TWSE	105/10/18	3708	上緯投控	2	連續三次	105/10/19～105/11/01	第二次處置 / 20分
TPEX	105/10/18	37081	上緯投控一	2		105/10/19~105/11/01	再次處置 / 20分
TPEX	105/10/18	37082	上緯投控二	2		105/10/19~105/11/01	再次處置 / 20分
TWSE	105/10/18	911611	中泰山-DR	41	連續五次	105/10/19～105/11/01	人工管制撮合 / 25分
TWSE	105/10/18	911622	泰聚亨-DR	51	連續五次	105/10/19～105/11/01	第二次處置 / 20分
TWSE	105/10/13	3708	上緯投控	2	連續三次	105/10/14～105/10/27	第一次處置 / 5分
TPEX	105/10/13	37081	上緯投控一	2		105/10/14~105/10/27	再次處置 / 5分
TPEX	105/10/13	37082	上緯投控二	2		105/10/14~105/10/27	再次處置 / 5分
TWSE	105/10/11	911611	中泰山-DR	41	連續五次	105/10/12～105/10/25	人工管制撮合 / 25分
TWSE	105/10/11	911622	泰聚亨-DR	51	連續五次	105/10/12～105/10/25	第二次處置 / 20分
TPEX	105/10/06	3662	樂陞	4	監視業務督導會報	105/10/07~106/10/18	督導會報決議
TPEX	105/10/06	36624	樂陞四	4	監視業務督導會報	105/10/07~106/10/18	督導會報決議
TPEX	105/10/06	36625	樂陞五	4	監視業務督導會報	105/10/07~106/10/18	督導會報決議
TPEX	105/10/06	36626	樂陞六	4	監視業務督導會報	105/10/07~106/10/18	督導會報決議
TPEX	105/10/03	35801	友威科一	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/10/04~105/10/18	再次處置 / 20分
TPEX	105/10/03	4503	金雨	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/10/04~105/10/18	再次處置 / 5分
TWSE	105/10/03	911611	中泰山-DR	41	連續五次	105/10/04～105/10/18	人工管制撮合 / 25分
TWSE	105/10/03	911622	泰聚亨-DR	51	連續五次	105/10/04～105/10/18	第二次處置 / 20分
TPEX	105/09/30	3580	友威科	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/10/03~105/10/17	再次處置 / 20分
TPEX	105/09/30	35801	友威科一	2	因連續3個營業日達本中心作業要點第四條第一項第一款	105/10/03~105/10/17	再次處置 / 20分
TWSE	105/09/22	2475	華映	2	最近十個營業日已有六次	105/09/23～105/10/06	人工管制撮合 / 9分
TWSE	105/09/22	911611	中泰山-DR	41	連續五次	105/09/23～105/10/06	人工管制撮合 / 25分
TWSE	105/09/22	911622	泰聚亨-DR	51	連續五次	105/09/23～105/10/06	第二次處置 / 20分
TPEX	105/09/20	3219	倚強	4	因連續3個營業日達本中心作業要點第四條第一項第一款	105/09/21~105/10/04	再次處置 / 5分
TPEX	105/09/20	6238	勝麗	4	因連續3個營業日達本中心作業要點第四條第一項第一款	105/09/21~105/10/04	再次處置 / 5分
TPEX	105/09/20	62383	勝麗三	4	因連續3個營業日達本中心作業要點第四條第一項第一款	105/09/21~105/10/04	再次處置 / 5分
TPEX	105/09/20	62384	勝麗四	4	因連續3個營業日達本中心作業要點第四條第一項第一款	105/09/21~105/10/04	再次處置 / 5分
TPEX	105/09/19	8080	奧斯特	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/09/20~105/10/03	第一次處置 / 5分
TPEX	105/09/14	61312	悠克二	1	因連續3個營業日達本中心作業要點第四條第一項第一款	105/09/19~105/09/30	第一次處置 / 5分
TWSE	105/09/13	911611	中泰山-DR	41	連續五次	105/09/14～105/09/29	人工管制撮合 / 25分
